"Fp2-F4"	"F4-C4"	"C4-P4"	"P4-O2"	"Fp1-F3"	"F3-C3"	"C3-P3"	"P3-O1"	"Fp2-F8"	"F8-T4"	"T4-T6"	"T6-O2"	"Fp1-F7"	"F7-T3"	"T3-T5"	"T5-O1"	"Fz-Cz"	"Cz-Pz"	"t"	"seizure"
-2.175	-70.1034	3.0116	-7.0271	-26.1005	-8.7002	-149.4088	73.9515	-1.8404	-37.4777	-29.1121	-7.8636	-47.3491	15.5599	-78.1343	-0.3346	-84.4921	-49.1895	1153.2344	1
-9.8714	-75.29	-1.1712	-1.8404	-21.5831	1.0039	-157.4398	65.2513	-10.8752	-37.9796	-32.4584	-6.8598	-47.6837	11.7118	-78.3016	1.5058	-76.9631	-60.9013	1153.25	1
-20.5793	-76.7958	-10.8752	7.8636	-14.2214	14.3888	-165.1361	48.1856	-21.0812	-39.1508	-35.6373	-4.5174	-42.3297	10.3733	-84.3248	-0.5019	-72.7803	-70.1034	1153.2656	1
-24.9294	-59.7301	-14.7234	6.1905	-5.6886	38.4816	-171.9958	29.6141	-25.4313	-31.6218	-28.9448	-7.1944	-40.6566	11.5445	-84.4921	4.0155	-50.6953	-74.9554	1153.2812	1
-24.9294	-38.3143	-13.0503	0	-0.6692	47.3491	-165.3034	16.3965	-26.7698	-23.5909	-19.7427	-6.1905	-40.8239	13.3849	-82.1498	7.3617	-23.7582	-83.1536	1153.2969	1
-20.7466	-23.5909	-7.6963	-7.3617	0.3346	37.8123	-162.7937	26.7698	-24.2601	-16.5638	-11.0425	-7.529	-41.9951	5.5213	-74.9554	13.5522	-12.7156	-96.0366	1153.3125	1
-16.8984	-16.3965	-4.3501	-10.206	0.1673	24.0928	-161.4552	34.968	-22.2524	-11.8791	-4.5174	-9.2021	-36.4738	3.3462	-84.8267	15.7272	-13.2176	-101.3905	1153.3281	1
-19.2408	-13.0503	-2.175	-8.0309	-5.354	15.2253	-150.2454	45.0067	-32.793	-14.7234	6.0232	-1.0039	-30.4506	8.3656	-86.6672	13.3849	-17.233	-101.7252	1153.3438	1
-23.4236	-14.8907	-3.0116	-5.6886	-13.2176	0.8366	-138.0317	48.3529	-37.3104	-12.5483	9.3694	-6.5251	-30.116	0	-86.1652	14.2214	-27.941	-102.8963	1153.3594	1
-26.2678	-19.4081	-3.1789	-4.3501	-19.91	-4.6847	-132.845	50.528	-42.999	-13.0503	12.0464	-9.2021	-32.291	-5.5213	-83.4883	14.3888	-35.1353	-105.0714	1153.375	1
-26.2678	-21.2485	-1.3385	-2.5097	-19.7427	-2.677	-133.6816	51.6991	-42.6643	-12.5483	15.3926	-11.5445	-32.4584	-9.2021	-79.9747	17.233	-37.645	-100.8886	1153.3906	1
-23.5909	-21.4158	3.5135	-4.5174	-16.3965	4.0155	-135.0201	46.8471	-38.9835	-11.2098	17.233	-13.0503	-27.2717	-6.1905	-85.3287	18.2369	-44.0028	-88.3403	1153.4062	1
-19.0735	-18.7388	4.5174	-7.0271	-11.3772	8.0309	-138.199	43.6682	-33.4622	-9.3694	16.0619	-13.5522	-22.7543	-5.5213	-88.0057	18.4042	-45.5086	-79.9747	1153.4219	1
-12.883	-13.2176	1.5058	-9.0348	-9.2021	8.3656	-135.3547	40.322	-29.7814	-6.5251	14.3888	-11.7118	-19.91	-6.6924	-87.1691	17.9023	-43.1663	-78.1343	1153.4375	1
-9.5367	-9.0348	-3.1789	-9.5367	-9.3694	2.8443	-129.1642	40.6566	-28.1083	-4.3501	13.7195	-12.5483	-18.2369	-6.6924	-86.4999	16.3965	-42.497	-80.8113	1153.4531	1
-7.1944	-5.5213	-11.2098	-7.3617	-11.8791	-3.8482	-122.9737	42.1624	-29.1121	-6.6924	17.4004	-12.883	-18.5715	-7.0271	-85.6633	14.7234	-41.1585	-84.3248	1153.4688	1
-2.3424	-2.677	-14.8907	-12.381	-17.233	-7.6963	-117.787	45.0067	-27.439	-8.8675	19.91	-15.8946	-20.9139	-7.3617	-82.6517	13.2176	-39.9874	-82.6517	1153.4844	1
0.5019	-1.1712	-15.5599	-21.4158	-23.5909	-8.1982	-113.1023	46.1779	-28.9448	-10.206	19.4081	-17.9023	-25.7659	-9.2021	-78.4689	14.7234	-35.9719	-80.142	1153.5	1
4.0155	-2.5097	-16.5638	-27.941	-27.941	-6.1905	-109.0869	45.8433	-29.1121	-13.8868	17.233	-17.233	-33.7968	-11.0425	-70.438	17.9023	-30.2833	-75.1227	1153.5156	1
7.8636	-4.1828	-18.9062	-31.6218	-31.9564	-2.3424	-108.9195	46.8471	-29.7814	-16.2292	17.4004	-18.2369	-37.1431	-11.0425	-69.4341	21.2485	-26.2678	-69.7687	1153.5312	1
10.7079	-2.0077	-18.5715	-35.47	-32.9603	-0.6692	-105.406	46.3452	-28.9448	-16.5638	20.0773	-19.91	-38.6489	-11.2098	-66.7571	23.9255	-16.0619	-67.5937	1153.5469	1
11.2098	-0.5019	-14.7234	-37.8123	-30.4506	3.6808	-103.9002	43.3336	-29.2794	-18.5715	24.2601	-18.2369	-36.8084	-10.3733	-66.9245	26.7698	5.8559	-69.6014	1153.5625	1
9.8714	3.5135	-13.5522	-38.9835	-30.6179	7.6963	-100.8886	40.4893	-30.6179	-21.2485	30.7852	-18.0696	-43.6682	-8.7002	-58.2243	27.2717	17.735	-72.4457	1153.5781	1
5.8559	10.0387	-14.3888	-34.2988	-26.7698	11.7118	-99.0482	39.6527	-33.2949	-21.5831	38.1469	-16.0619	-47.851	-1.1712	-50.3607	24.9294	20.412	-74.9554	1153.5938	1
2.677	19.7427	-14.7234	-29.7814	-20.9139	17.233	-102.3944	41.1585	-32.291	-21.7504	48.6875	-16.7311	-46.1779	6.8598	-47.851	22.2524	31.7891	-86.3325	1153.6094	1
2.0077	26.1005	-15.5599	-26.6025	-12.0464	16.8984	-106.9118	43.3336	-33.2949	-19.5754	54.5434	-15.7272	-39.6527	10.5406	-49.3568	19.7427	35.1353	-91.6865	1153.625	1
0.6692	24.5947	-13.2176	-23.4236	-8.3656	14.2214	-110.4253	47.0144	-32.6257	-17.4004	57.2204	-18.5715	-39.6527	11.0425	-48.6875	19.7427	28.6102	-86.4999	1153.6406	1
-2.3424	18.4042	-5.0193	-19.4081	-12.883	13.8868	-108.7522	51.0299	-29.1121	-16.3965	61.2359	-24.0928	-39.4854	7.6963	-44.1701	19.2408	15.5599	-71.2745	1153.6562	1
-5.6886	16.5638	9.2021	-15.058	-17.5677	21.4158	-103.0637	53.2049	-20.9139	-11.7118	62.4071	-24.762	-32.6257	10.0387	-42.999	19.5754	8.8675	-45.8433	1153.6719	1
-14.0541	15.7272	19.4081	-13.8868	-25.7659	21.9178	-99.8847	54.5434	-16.5638	-9.704	59.8974	-26.4352	-25.4313	-1.3385	-43.1663	20.7466	6.6924	-25.0967	1153.6875	1
-20.0773	21.0812	29.1121	-13.0503	-30.9526	25.0967	-92.0211	55.0454	-11.0425	-5.1866	58.5589	-25.264	-18.0696	-4.3501	-43.8355	23.4236	14.8907	-5.5213	1153.7031	1
-23.0889	30.116	33.4622	-21.2485	-28.2756	22.587	-88.3403	50.026	-5.6886	-2.3424	49.8587	-22.587	-2.677	-18.0696	-49.8587	26.6025	31.7891	4.1828	1153.7188	1
-29.1121	36.8084	37.645	-29.4468	-27.6063	19.2408	-87.3364	43.8355	-3.1789	0.3346	38.3143	-19.5754	6.8598	-37.1431	-52.8703	31.2872	48.1856	11.0425	1153.7344	1
-34.2988	37.645	39.3181	-31.7891	-33.9642	14.8907	-86.4999	44.6721	-1.5058	2.5097	26.9371	-17.0657	13.8868	-54.5434	-58.3916	38.1469	57.2204	9.0348	1153.75	1
-36.8084	38.6489	37.645	-37.3104	-47.851	13.7195	-83.9902	45.0067	-0.3346	3.6808	17.4004	-18.5715	-1.1712	-59.0608	-58.8935	46.0106	59.7301	7.1944	1153.7656	1
-37.645	35.6373	39.8201	-38.1469	-57.8897	17.735	-79.9747	46.6798	-6.8598	0.6692	15.2253	-9.3694	-19.4081	-57.3877	-52.2011	55.5473	55.8819	18.4042	1153.7812	1
-34.4661	31.7891	43.3336	-42.8317	-58.5589	23.4236	-79.8074	35.47	-5.1866	2.5097	10.7079	-10.206	-28.4429	-61.7378	-51.3645	62.0724	47.5164	38.1469	1153.7969	1
-30.4506	30.116	46.1779	-45.8433	-51.1972	27.439	-83.1536	21.0812	-3.0116	5.0193	7.8636	-9.8714	-24.4274	-65.084	-63.4109	67.0918	33.2949	59.0608	1153.8125	1
-25.0967	30.4506	48.5202	-47.6837	-36.3065	37.645	-82.4844	3.8482	0.1673	5.354	5.0193	-4.3501	-13.8868	-57.8897	-73.115	67.5937	26.9371	78.6362	1153.8281	1
-19.91	32.291	46.6798	-47.3491	-22.0851	52.5357	-84.4921	-13.7195	3.0116	7.1944	2.0077	-0.5019	-7.6963	-39.6527	-87.1691	66.7571	24.2601	90.8499	1153.8438	1
-16.5638	33.2949	43.3336	-47.851	-13.5522	63.9129	-85.6633	-30.116	2.3424	6.6924	0.1673	3.0116	-8.3656	-25.0967	-97.2078	65.2513	24.762	95.0327	1153.8594	1
-14.8907	35.3026	39.4854	-46.8471	-7.529	70.2707	-87.671	-40.9912	0.6692	8.5329	-2.3424	6.1905	-7.529	-17.9023	-106.9118	66.4225	28.6102	94.1962	1153.875	1
-11.3772	36.4738	36.1392	-46.3452	-2.0077	74.2861	-86.6672	-52.2011	2.175	9.3694	-2.5097	5.8559	-5.6886	-14.0541	-113.6043	66.7571	36.8084	90.8499	1153.8906	1
-7.8636	38.9835	33.2949	-47.1817	2.175	76.1266	-79.6401	-63.7455	3.1789	10.7079	-3.6808	7.0271	-5.1866	-12.381	-117.4524	69.9361	46.0106	85.1614	1153.9062	1
-1.6731	38.3143	30.9526	-47.3491	5.354	77.2977	-70.2707	-76.6285	2.677	12.7156	-3.3462	8.1982	-5.1866	-11.8791	-119.6275	72.4457	54.2088	83.3209	1153.9219	1
2.3424	39.4854	29.7814	-47.3491	3.5135	76.6285	-54.3761	-89.3441	1.6731	13.7195	-1.5058	10.3733	-9.8714	-8.1982	-121.4679	75.9593	61.4032	86.1652	1153.9375	1
5.1866	39.9874	27.7736	-46.0106	1.3385	76.4612	-34.968	-101.8925	1.3385	14.2214	0.1673	11.2098	-14.3888	-5.0193	-119.6275	79.9747	67.9283	92.8577	1153.9531	1
7.6963	40.8239	26.7698	-42.6643	-2.5097	79.1382	-12.7156	-115.4447	1.5058	15.3926	2.0077	13.7195	-20.2446	-2.5097	-111.2619	82.4844	76.1266	100.3867	1153.9688	1
12.883	40.9912	27.941	-40.1547	-1.0039	80.142	9.3694	-126.1526	5.5213	15.058	5.6886	15.3926	-19.7427	2.175	-105.2387	85.1614	81.6478	110.0907	1153.9844	1
68.4303	77.1304	13.0503	-54.3761	-2.0077	-20.9139	-75.9593	56.2165	25.5986	34.8007	59.0608	-15.2253	-36.6411	-76.2939	-78.8035	149.0742	113.437	2.677	1176	1
48.5202	72.2784	17.9023	-51.0299	-7.3617	-17.233	-75.6246	48.6875	16.0619	31.2872	54.3761	-14.0541	-39.1508	-77.4651	-79.9747	145.0588	111.9312	13.0503	1176.0156	1
29.4468	66.9245	21.9178	-45.6759	-8.3656	-9.3694	-72.4457	38.4816	2.5097	23.7582	50.528	-4.1828	-34.4661	-66.4225	-84.6594	133.8489	109.5888	23.2562	1176.0312	1
14.5561	61.7378	23.4236	-43.3336	-6.5251	-5.354	-67.0918	19.4081	-1.3385	21.5831	44.0028	-7.8636	-26.9371	-64.7494	-88.5076	120.6313	105.0714	33.7968	1176.0469	1
2.677	60.7339	28.4429	-40.4893	-2.3424	-6.6924	-59.0608	13.5522	-3.5135	19.0735	40.1547	-4.3501	-19.7427	-58.8935	-83.9902	108.083	101.5579	43.6682	1176.0625	1
-3.1789	58.3916	32.291	-40.4893	1.6731	-6.8598	-50.1933	8.1982	-6.6924	18.2369	35.9719	-0.5019	-14.8907	-51.0299	-78.9709	97.7097	98.0443	57.0531	1176.0781	1
-5.0193	56.5512	34.2988	-41.3259	3.0116	-4.5174	-42.497	0.6692	-8.3656	17.233	32.6257	3.0116	-11.3772	-47.1817	-74.7881	90.0134	97.877	70.438	1176.0938	1
-2.8443	50.528	33.2949	-42.3297	-2.677	-0.1673	-41.6605	-4.852	-8.7002	14.3888	32.9603	0	-19.5754	-55.8819	-65.9206	92.0211	91.8538	74.4535	1176.1094	1
3.3462	41.8278	32.291	-41.6605	-7.0271	3.3462	-33.9642	-12.381	-7.3617	12.0464	32.291	-1.1712	-27.6063	-61.5705	-55.7146	94.8654	81.3132	77.967	1176.125	1
10.3733	26.4352	26.4352	-34.6334	-14.2214	0	-23.9255	-10.5406	-6.8598	7.8636	31.1199	-3.5135	-38.4816	-67.5937	-41.6605	99.0482	61.7378	78.9709	1176.1406	1
16.0619	8.8675	23.9255	-28.4429	-18.7388	-7.529	-17.9023	-9.2021	-9.8714	4.3501	32.1237	-6.1905	-42.1624	-75.7919	-37.1431	101.7252	40.8239	77.4651	1176.1562	1
27.2717	-7.1944	19.7427	-31.2872	-21.2485	-17.735	-21.4158	-1.1712	-11.8791	0.5019	26.6025	-6.6924	-47.0144	-83.1536	-35.9719	104.5695	20.7466	72.9477	1176.1719	1
38.6489	-20.9139	14.8907	-37.3104	-18.0696	-24.9294	-30.116	2.8443	-13.2176	-4.1828	15.5599	-2.8443	-46.8471	-87.0018	-43.1663	106.7445	7.0271	65.7533	1176.1875	1
37.9796	-26.9371	14.0541	-38.3143	-12.0464	-27.6063	-29.9487	-3.5135	-17.9023	-8.0309	8.5329	4.1828	-38.6489	-85.9979	-50.6953	102.2271	-2.0077	68.2629	1176.2031	1
26.4352	-23.9255	14.8907	-34.4661	-8.5329	-28.4429	-19.5754	-12.5483	-21.5831	-9.704	2.677	11.5445	-34.968	-81.8151	-48.3529	96.0366	-4.3501	79.1382	1176.2188	1
8.3656	-9.0348	15.3926	-31.1199	-12.7156	-29.1121	-7.3617	-18.0696	-23.5909	-6.3578	-2.3424	15.8946	-32.1237	-76.1266	-48.8549	89.8461	2.677	93.5269	1176.2344	1
-17.5677	15.2253	20.9139	-29.9487	-19.2408	-26.6025	1.8404	-21.2485	-26.2678	2.5097	-4.1828	16.5638	-31.1199	-79.6401	-44.5048	90.0134	22.587	106.0753	1176.25	1
-34.1315	34.6334	21.2485	-27.7736	-18.2369	-24.4274	-2.0077	-25.7659	-27.941	8.7002	-6.0232	19.2408	-18.9062	-71.4419	-67.2591	87.1691	41.8278	113.7716	1176.2656	1
-38.3143	51.0299	24.2601	-29.6141	-8.8675	-19.0735	-6.6924	-29.9487	-25.5986	14.0541	-3.5135	22.4197	-5.6886	-75.29	-72.9477	89.3441	58.8935	128.495	1176.2812	1
-36.1392	60.0647	24.2601	-31.1199	-1.1712	-19.5754	-9.704	-33.7968	-25.5986	19.4081	-1.0039	24.2601	9.704	-82.819	-81.6478	90.5153	70.438	134.8528	1176.2969	1
-26.1005	57.555	21.7504	-30.9526	11.0425	-20.7466	-9.2021	-42.3297	-25.4313	22.587	-1.5058	26.6025	24.5947	-99.0482	-76.6285	89.8461	72.1111	133.6816	1176.3125	1
-13.5522	44.1701	16.8984	-29.7814	7.8636	-17.5677	1.6731	-47.1817	-24.5947	21.0812	-4.3501	25.5986	23.5909	-101.7252	-67.5937	90.5153	64.5821	126.8218	1176.3281	1
-6.0232	24.4274	10.7079	-22.2524	-14.0541	-20.412	12.2137	-33.4622	-22.7543	16.5638	-7.8636	20.9139	7.0271	-107.0791	-50.1933	94.5308	46.0106	116.1139	1176.3438	1
-7.6963	4.6847	6.5251	-16.2292	-34.4661	-36.1392	14.5561	-13.8868	-24.4274	7.1944	-11.2098	15.7272	-4.6847	-116.2812	-46.6798	97.7097	25.264	103.3983	1176.3594	1
-17.5677	-4.3501	6.3578	-12.7156	-55.38	-53.7069	16.3965	10.3733	-29.2794	2.175	-10.8752	9.704	-34.968	-114.6081	-38.4816	105.7406	3.5135	98.2116	1176.375	1
-29.7814	-7.0271	7.3617	-12.883	-66.5898	-63.7455	18.4042	17.9023	-38.6489	-4.5174	-10.5406	11.3772	-59.7301	-104.5695	-35.9719	106.2426	-9.704	96.5385	1176.3906	1
-37.1431	-4.6847	8.0309	-13.8868	-64.0802	-61.4032	19.0735	13.8868	-48.5202	-7.1944	-8.8675	16.8984	-75.4573	-86.1652	-32.291	101.3905	-14.5561	100.7213	1176.4062	1
-35.6373	-2.3424	8.1982	-16.2292	-50.528	-56.0492	23.5909	-0.5019	-53.3723	-6.5251	-9.5367	23.4236	-74.9554	-54.0415	-49.1895	94.6981	-20.9139	102.729	1176.4219	1
-27.6063	-4.3501	7.8636	-17.0657	-29.9487	-45.0067	29.4468	-29.9487	-55.7146	-6.1905	-8.7002	29.4468	-62.2397	-40.8239	-61.5705	89.1768	-29.6141	109.2542	1176.4375	1
-16.7311	-10.206	6.5251	-15.3926	-13.3849	-30.4506	36.9758	-60.5666	-55.38	-4.6847	-8.3656	32.6257	-56.0492	-29.2794	-65.2513	83.1536	-39.4854	113.6043	1176.4531	1
-10.8752	-19.4081	7.529	-10.206	-6.3578	-26.6025	42.3297	-64.2475	-62.909	-7.3617	-4.5174	41.8278	-60.232	-27.2717	-48.6875	81.3132	-51.3645	114.6081	1176.4688	1
-3.0116	-26.9371	7.3617	-9.704	-4.6847	-27.439	46.0106	-68.4303	-56.8858	-8.0309	-4.852	37.4777	-66.7571	-40.6566	-26.9371	79.8074	-65.2513	119.9621	1176.4844	1
0	-33.6295	10.0387	-8.8675	-6.6924	-31.9564	51.8665	-65.084	-55.7146	-6.5251	-5.1866	34.968	-72.1111	-45.8433	-16.5638	82.6517	-74.7881	127.6584	1176.5	1
2.0077	-34.2988	15.2253	-9.2021	-10.5406	-33.7968	62.7417	-59.8974	-51.8665	-4.6847	-4.1828	34.4661	-75.29	-45.174	-9.8714	88.8422	-80.3093	142.3818	1176.5156	1
4.0155	-33.2949	21.0812	-8.5329	-14.5561	-27.1044	75.29	-61.0686	-46.3452	-1.8404	-2.0077	33.4622	-77.4651	-48.1856	1.0039	97.2078	-82.3171	159.7821	1176.5312	1
8.0309	-29.9487	25.0967	-7.3617	-13.3849	-17.4004	95.5347	-71.4419	-39.8201	-0.5019	2.175	33.9642	-75.1227	-47.0144	11.5445	103.9002	-77.1304	176.6806	1176.5469	1
11.5445	-25.0967	28.2756	-5.354	-6.1905	-7.3617	114.1062	-86.1652	-34.1315	3.3462	5.6886	34.4661	-64.7494	-42.8317	18.0696	103.9002	-63.0763	181.3653	1176.5625	1
14.8907	-21.9178	25.7659	-2.3424	0.5019	1.1712	128.1603	-95.702	-28.6102	1.8404	6.0232	37.1431	-53.7069	-30.4506	21.9178	96.3712	-47.0144	171.6612	1176.5781	1
15.3926	-19.91	22.587	2.677	10.0387	2.8443	133.347	-98.5463	-23.7582	1.3385	4.6847	38.4816	-42.1624	-22.587	24.0928	88.3403	-32.793	151.7512	1176.5938	1
13.8868	-19.2408	18.5715	6.6924	18.0696	-0.3346	132.1758	-94.8654	-22.0851	-0.1673	3.5135	38.6489	-31.1199	-16.8984	23.5909	79.4728	-24.0928	129.4988	1176.6094	1
11.7118	-21.2485	14.8907	13.7195	26.6025	-4.852	129.3315	-92.5231	-21.7504	-0.8366	4.5174	37.1431	-17.9023	-11.8791	18.7388	69.6014	-21.4158	106.2426	1176.625	1
7.3617	-24.9294	11.3772	18.2369	36.6411	-7.1944	120.2967	-98.7136	-22.9216	-3.8482	4.6847	34.1315	-0.1673	-13.3849	5.5213	59.0608	-22.9216	84.6594	1176.6406	1
4.6847	-30.116	7.1944	22.4197	41.9951	-5.5213	116.9505	-110.9273	-25.9332	-10.206	8.3656	31.9564	10.8752	-18.2369	0.8366	49.0222	-24.2601	66.0879	1176.6562	1
0.5019	-30.4506	3.3462	23.2562	51.0299	-5.0193	114.4408	-128.1603	-26.4352	-11.8791	6.1905	28.7775	25.5986	-23.5909	-7.529	37.8123	-21.2485	45.3413	1176.6719	1
-2.677	-32.9603	-1.8404	23.4236	62.7417	-12.0464	99.5501	-133.1797	-27.1044	-12.381	2.8443	22.587	34.1315	-25.264	-15.2253	23.4236	-19.91	8.8675	1176.6875	1
-7.6963	-34.1315	-5.5213	24.2601	71.9438	-22.0851	75.9593	-122.8064	-31.6218	-13.5522	5.6886	16.3965	32.291	-16.8984	-21.7504	9.3694	-22.9216	-30.4506	1176.7031	1
-18.2369	-34.2988	-7.529	26.4352	71.2745	-33.4622	43.8355	-96.0366	-37.3104	-14.8907	8.3656	10.206	19.5754	-4.3501	-25.5986	-4.0155	-29.4468	-68.7649	1176.7188	1
-26.9371	-32.1237	-8.8675	29.4468	62.5744	-44.5048	5.1866	-52.703	-40.8239	-13.0503	12.381	3.0116	4.5174	8.3656	-29.4468	-12.883	-35.47	-100.0521	1176.7344	1
-33.1276	-30.4506	-8.5329	29.4468	49.5241	-52.0338	-39.3181	-3.5135	-41.8278	-11.7118	15.3926	-4.5174	-10.8752	20.9139	-38.3143	-17.0657	-38.9835	-120.966	1176.75	1
-39.1508	-31.1199	-8.3656	30.7852	36.3065	-57.0531	-82.1498	43.8355	-41.6605	-15.8946	18.5715	-8.8675	-19.0735	24.5947	-48.1856	-16.3965	-40.322	-135.522	1176.7656	1
-42.1624	-32.4584	-7.3617	32.291	26.6025	-57.2204	-122.1371	83.8229	-39.1508	-19.4081	23.5909	-14.7234	-20.0773	25.264	-59.8974	-14.2214	-36.9758	-145.2261	1176.7812	1
-43.1663	-31.2872	-4.5174	34.6334	21.7504	-54.5434	-150.0781	110.5927	-34.1315	-19.0735	33.1276	-24.2601	-11.3772	24.4274	-73.2823	-12.0464	-28.2756	-147.0665	1176.7969	1
-44.1701	-32.4584	1.6731	34.8007	19.7427	-48.3529	-164.4668	119.2928	-30.2833	-22.587	41.3259	-28.6102	-3.3462	22.9216	-83.3209	-10.0387	-16.0619	-144.3895	1176.8125	1
-43.1663	-30.7852	5.6886	32.4584	18.5715	-39.8201	-164.6342	115.612	-26.7698	-26.1005	42.8317	-25.7659	1.0039	24.762	-87.5037	-8.5329	-2.0077	-135.6893	1176.8281	1
-42.497	-26.9371	9.3694	29.6141	14.8907	-28.4429	-157.1052	108.5849	-22.2524	-21.5831	35.9719	-22.587	0.1673	30.7852	-84.6594	-8.3656	5.8559	-128.9969	1176.8438	1
-41.4932	-23.5909	9.5367	23.4236	12.5483	-18.5715	-147.5684	98.0443	-18.2369	-22.2524	27.439	-19.0735	-5.0193	46.1779	-83.3209	-13.3849	9.704	-126.4872	1176.8594	1
-41.6605	-21.9178	8.8675	20.0773	14.7234	-8.7002	-137.5298	82.6517	-17.233	-18.7388	18.0696	-16.7311	-7.529	65.9206	-87.671	-19.5754	9.704	-127.4911	1176.875	1
-42.6643	-22.2524	6.0232	19.0735	16.7311	-0.3346	-129.1642	59.3955	-11.2098	-17.233	8.1982	-19.5754	-11.2098	74.7881	-94.3635	-22.587	7.529	-127.993	1176.8906	1
-44.0028	-24.762	3.5135	18.5715	20.0773	11.3772	-121.8025	30.4506	-10.5406	-22.2524	5.0193	-18.9062	-19.91	73.115	-91.5192	-21.5831	9.0348	-126.8218	1176.9062	1
-43.6682	-22.587	4.3501	9.5367	23.7582	22.2524	-110.76	-1.0039	-13.5522	-21.2485	4.5174	-22.0851	-32.793	74.2861	-83.6556	-23.5909	15.058	-124.3122	1176.9219	1
-41.4932	-18.9062	5.0193	-0.5019	24.762	26.4352	-89.5115	-26.7698	-12.883	-19.2408	2.175	-25.9332	-46.0106	84.6594	-70.1034	-33.6295	16.3965	-120.464	1176.9375	1
-37.1431	-15.3926	8.7002	-2.0077	25.9332	31.1199	-65.084	-44.3375	-14.5561	-14.7234	10.0387	-26.6025	-52.0338	96.5385	-49.6914	-47.1817	16.0619	-118.6236	1176.9531	1
-33.6295	-13.8868	12.7156	-2.175	29.4468	36.9758	-45.174	-60.0647	-17.9023	-12.381	15.8946	-22.587	-52.0338	105.2387	-28.9448	-63.0763	13.3849	-118.289	1176.9688	1
-30.2833	-13.0503	12.5483	-2.677	30.2833	42.1624	-26.9371	-71.2745	-15.8946	-9.704	11.3772	-19.2408	-51.5318	112.0985	-8.1982	-78.1343	9.8714	-114.6081	1176.9844	1
26.4352	-67.2591	-33.7968	13.8868	6.5251	-19.91	2.5097	8.0309	20.2446	-49.8587	-20.7466	-10.3733	-16.3965	-8.5329	0.5019	21.5831	-35.6373	-25.0967	1530	1
16.5638	-67.2591	-30.116	15.7272	9.0348	-22.2524	2.677	4.1828	6.1905	-40.322	-20.0773	-10.8752	-9.8714	-12.0464	-3.3462	18.9062	-40.6566	-21.7504	1530.0156	1
-1.8404	-50.528	-23.4236	18.0696	10.0387	-21.4158	2.0077	-2.3424	-5.8559	-29.9487	-12.7156	-9.2021	-2.175	-3.3462	-20.0773	13.8868	-42.1624	-19.5754	1530.0312	1
-27.1044	-20.5793	-14.8907	18.4042	12.0464	-24.5947	1.5058	-1.1712	-7.6963	-17.5677	-7.529	-11.3772	2.175	-16.0619	-11.8791	13.5522	-40.4893	-18.2369	1530.0469	1
-38.3143	-6.5251	-4.5174	18.2369	11.7118	-25.9332	1.1712	0.5019	-9.704	-3.8482	-2.8443	-14.7234	-1.5058	-20.412	-9.0348	18.4042	-41.3259	-11.8791	1530.0625	1
-50.528	13.7195	4.3501	27.941	7.529	-24.4274	3.6808	11.7118	-14.8907	2.677	13.7195	-6.0232	2.8443	-6.5251	-14.3888	16.5638	-43.6682	-7.1944	1530.0781	1
-57.8897	32.793	12.0464	25.5986	8.1982	-25.5986	4.1828	12.7156	-15.3926	14.7234	21.5831	-8.3656	2.677	-16.8984	-7.0271	20.7466	-42.497	-4.0155	1530.0938	1
-53.2049	41.6605	18.4042	21.5831	9.704	-25.7659	7.0271	17.233	-11.5445	18.9062	26.7698	-5.6886	1.3385	-23.2562	4.5174	25.5986	-36.8084	3.1789	1530.1094	1
-60.7339	56.7185	21.7504	18.7388	3.1789	-24.2601	11.3772	25.5986	-14.5561	26.1005	26.7698	-1.8404	2.3424	-17.233	0.1673	30.6179	-32.4584	8.0309	1530.125	1
-60.7339	68.5976	23.2562	19.4081	-0.6692	-22.7543	14.7234	31.6218	4.1828	20.5793	24.9294	0.8366	2.0077	-20.9139	8.0309	33.7968	-23.9255	9.0348	1530.1406	1
-63.9129	87.0018	27.2717	20.2446	-2.8443	-17.735	20.9139	34.2988	17.233	28.7775	22.587	2.0077	1.0039	-18.7388	17.0657	35.3026	-14.5561	19.2408	1530.1562	1
-51.0299	89.1768	27.439	17.5677	-2.5097	-12.0464	25.9332	34.2988	28.2756	29.4468	22.0851	3.3462	4.6847	-8.8675	19.2408	30.6179	-6.0232	26.6025	1530.1719	1
-31.4545	79.1382	27.7736	16.0619	-1.3385	-6.0232	28.2756	36.4738	35.1353	37.3104	14.7234	4.3501	6.6924	-9.8714	30.2833	30.2833	-1.6731	33.7968	1530.1875	1
-3.3462	49.3568	21.7504	18.5715	-6.3578	-5.1866	31.1199	41.3259	39.6527	27.1044	13.8868	5.6886	5.6886	-5.354	30.2833	30.2833	-5.8559	35.8046	1530.2031	1
-6.0232	24.2601	16.5638	23.9255	-6.0232	-8.3656	33.2949	46.8471	25.5986	12.381	15.058	5.6886	1.5058	-4.0155	33.6295	34.6334	-16.8984	35.8046	1530.2188	1
-3.5135	10.206	18.2369	26.2678	-10.3733	-8.8675	41.3259	58.7262	21.2485	6.3578	17.0657	6.5251	-3.0116	-7.3617	49.3568	41.8278	-28.1083	46.3452	1530.2344	1
1.6731	-3.1789	23.7582	27.941	-16.7311	-11.3772	54.0415	70.7726	4.852	8.8675	28.4429	8.0309	-11.0425	-2.8443	57.8897	52.703	-36.4738	57.7223	1530.25	1
