"Fp2-F4"	"F4-C4"	"C4-P4"	"P4-O2"	"Fp1-F3"	"F3-C3"	"C3-P3"	"P3-O1"	"Fp2-F8"	"F8-T4"	"T4-T6"	"T6-O2"	"Fp1-F7"	"F7-T3"	"T3-T5"	"T5-O1"	"Fz-Cz"	"Cz-Pz"	"t"	"seizure"
-6.7139	2.8992	57.2204	-36.4685	-9.1553	48.2177	-20.2942	1.8311	-7.6294	-3.8147	2.4414	25.9399	-9.1553	5.188	13.4277	11.1389	51.4221	21.2097	2614.2656	0
-3.6621	0.3052	55.2368	-36.6211	-7.4768	36.6211	-12.97	-1.0681	-6.7139	-3.0518	0.7629	24.2615	-6.2561	3.2043	6.5613	11.5967	50.2014	17.395	2614.2812	0
0.1526	-5.6457	57.9834	-35.2478	-2.7466	38.9099	-19.2261	0	-7.1716	-1.3733	0.6104	25.177	-0.7629	0.7629	6.1035	10.8337	47.4548	19.0735	2614.2969	0
0	0.6104	49.2859	-35.2478	0.1526	34.4848	-20.7519	3.6621	-7.3242	-4.8828	-1.5259	28.3813	0.7629	-2.594	7.9346	11.4441	44.7082	17.8528	2614.3125	0
1.2207	-6.1035	47.6074	-32.5012	1.2207	29.2969	-21.6675	5.9509	-10.9863	-8.0872	-0.1526	29.4494	-2.1362	-7.019	11.1389	12.8174	41.5039	16.1743	2614.3281	0
-0.3052	-12.3596	49.4384	-27.9236	-3.2043	32.3486	-23.6511	5.7983	-14.4958	-7.019	0.1526	30.2124	-4.5776	-12.0544	14.9536	12.97	44.5556	13.7329	2614.3438	0
-3.5095	-14.6484	52.7954	-25.4822	-4.425	25.4822	-18.1579	7.9346	-14.1907	-7.782	0	31.1279	-5.0354	-17.0898	18.3105	14.6484	43.0298	14.801	2614.3594	0
1.6785	26.8554	-33.4167	-3.0518	6.7139	-35.8581	18.4631	-40.5883	14.6484	33.5693	1.3733	-57.5256	-12.5122	22.8882	-8.6975	-52.948	23.1933	-37.6892	2409.2344	0
6.4087	25.4822	-31.8908	-13.2751	7.3242	-36.4685	20.5993	-39.5202	13.1225	37.8418	5.7983	-70.0378	-13.1225	28.3813	-9.3079	-54.0161	20.2942	-36.7737	2409.25	0
9.7656	32.8064	-36.3159	-17.0898	17.7002	-34.6374	19.2261	-43.1823	15.4114	44.2505	-0.6104	-69.8852	-6.2561	33.1115	-9.9182	-57.8308	19.5312	-35.7055	2409.2656	0
16.1743	33.8745	-38.7573	-12.5122	29.602	-29.7546	18.7683	-44.2505	21.2097	50.0488	-1.8311	-70.6481	1.6785	36.1633	-13.5803	-49.8962	21.6675	-34.9426	2409.2812	0
16.9372	36.9262	-36.0107	-12.207	28.2287	-18.9209	21.3623	-45.7763	20.9045	50.2014	0.3052	-65.7653	5.4932	40.8935	-14.4958	-46.997	30.6701	-38.2995	2409.2969	0
16.3269	42.2668	-36.9262	-6.2561	21.6675	-12.0544	25.4822	-44.403	17.7002	56.6101	3.3569	-62.2558	7.782	48.0651	-14.9536	-50.2014	32.3486	-35.7055	2409.3125	0
19.0735	50.6591	-37.2314	-8.3923	20.7519	-6.1035	30.9753	-53.2531	14.4958	67.4438	1.5259	-59.3566	12.3596	56.6101	-21.0571	-55.5419	40.8935	-31.8908	2409.3281	0
25.3296	50.0488	-35.2478	-11.9018	21.6675	-2.2888	36.1633	-62.1032	14.6484	66.8334	6.4087	-59.6618	16.7847	64.5446	-28.5339	-59.3566	44.0979	-33.4167	2409.3438	0
29.602	45.3186	-29.9072	-6.7139	23.1933	-3.8147	41.0461	-60.5773	20.5993	58.8989	9.613	-50.8117	19.6838	72.937	-32.196	-60.5773	46.6919	-32.196	2409.3594	0
24.414	35.553	-20.7519	3.6621	13.8855	-8.3923	43.3349	-48.3703	23.0408	55.6945	5.6457	-41.5039	16.4795	74.1577	-32.0434	-58.1359	43.6401	-28.0761	2409.375	0
19.0735	32.196	-11.1389	9.613	4.1199	-8.6975	32.8064	-26.7029	22.7356	63.4765	16.4795	-52.948	8.5449	61.4929	-17.5476	-50.9643	42.7246	-25.3296	2409.3906	0
14.1907	37.0788	-11.4441	3.6621	-0.3052	-5.0354	26.5503	-23.0408	20.1416	57.6782	25.6347	-59.967	-1.9836	50.9643	3.0518	-53.8635	46.997	-29.2969	2409.4062	0
11.4441	42.8772	-15.564	-4.1199	1.5259	-4.425	31.1279	-30.5176	20.7519	50.2014	24.7192	-61.0351	-13.4277	44.2505	16.0217	-49.1333	46.997	-29.9072	2409.4219	0
11.9018	47.9126	-21.9726	-5.6457	3.9673	-3.2043	38.2995	-39.978	22.4304	43.3349	26.3977	-59.967	-18.7683	40.2832	30.5176	-52.948	42.2668	-22.7356	2409.4375	0
16.9372	51.8798	-26.2451	-2.8992	10.8337	-3.3569	44.8608	-41.809	27.3132	43.9453	12.8174	-44.403	-15.1062	30.9753	38.2995	-43.6401	43.3349	-22.1252	2409.4531	0
25.0244	41.5039	-9.1553	-6.7139	17.8528	-5.7983	46.3867	-43.6401	31.7383	40.4358	12.207	-33.7219	-10.6811	15.7165	39.3676	-29.602	43.9453	-19.6838	2409.4688	0
25.9399	37.0788	-5.4932	-16.0217	14.6484	-6.1035	43.3349	-45.7763	31.5857	38.2995	12.97	-41.3513	-7.782	12.97	27.9236	-27.008	39.5202	-19.989	2409.4844	0
24.1089	42.4194	1.3733	-24.2615	6.8664	2.594	45.4712	-45.166	32.8064	37.5366	23.8037	-50.5066	-4.2725	18.9209	21.3623	-26.2451	47.76	-18.9209	2409.5	0
19.5312	45.7763	1.2207	-26.0925	0.1526	3.3569	48.0651	-46.997	29.7546	34.9426	22.1252	-46.3867	-1.6785	30.8227	5.6457	-30.2124	50.8117	-18.4631	2409.5156	0
16.0217	43.4875	4.2725	-22.7356	-1.2207	2.4414	50.2014	-43.7927	27.4658	33.7219	27.1606	-47.3022	2.7466	41.6565	-7.6294	-29.1443	50.5066	-12.207	2409.5312	0
8.3923	38.2995	2.1362	-10.376	-2.4414	-3.5095	46.0815	-37.9944	28.8391	34.79	29.9072	-55.0842	4.425	52.6428	-23.9563	-30.9753	42.4194	-17.8528	2409.5469	0
6.5613	35.7055	2.594	-9.613	-3.5095	-9.0027	42.1142	-31.8908	32.5012	33.7219	31.5857	-62.561	-0.3052	58.1359	-19.989	-40.1306	37.6892	-19.8364	2409.5625	0
5.4932	33.4167	2.1362	-10.2234	-4.2725	-16.1743	38.2995	-33.1115	35.2478	27.1606	22.7356	-54.3212	-7.1716	50.2014	-10.0708	-48.2177	30.365	-17.8528	2409.5781	0
3.5095	28.5339	1.2207	-8.3923	-6.4087	-21.2097	36.6211	-31.7383	32.196	21.5149	24.7192	-53.5583	-14.4958	30.9753	1.2207	-40.4358	24.1089	-20.2942	2409.5938	0
7.4768	18.1579	2.594	-2.4414	-7.6294	-23.9563	38.1469	-29.7546	28.3813	21.5149	29.1443	-53.2531	-18.0054	19.5312	9.1553	-33.8745	18.9209	-22.2778	2409.6094	0
6.5613	17.395	4.5776	5.3406	-11.1389	-23.9563	41.0461	-24.8718	26.0925	26.7029	34.0271	-52.948	-19.0735	19.8364	12.3596	-32.0434	20.5993	-21.6675	2409.625	0
2.8992	20.2942	9.4604	7.1716	-12.97	-20.5993	42.4194	-24.1089	27.1606	32.959	39.2151	-59.5092	-19.8364	26.2451	7.6294	-29.2969	23.3459	-19.6838	2409.6406	0
0.9155	25.7873	7.782	-4.2725	-8.5449	-17.7002	41.1987	-28.9917	27.6184	32.5012	13.8855	-43.7927	-16.0217	35.0952	2.7466	-35.8581	26.8554	-19.8364	2409.6562	0
3.9673	21.0571	2.8992	-10.2234	-3.0518	-19.2261	36.3159	-31.2805	27.6184	22.2778	4.425	-36.6211	-11.7493	37.384	-4.5776	-38.2995	23.8037	-23.3459	2409.6719	0
6.8664	16.7847	-1.3733	-9.613	-1.9836	-25.4822	36.9262	-34.4848	27.008	17.0898	11.9018	-43.3349	-13.8855	32.196	-5.7983	-37.5366	19.5312	-25.9399	2409.6875	0
5.6457	11.4441	-0.3052	-6.2561	-6.8664	-29.1443	34.1797	-31.2805	22.583	19.6838	21.6675	-53.4057	-19.8364	25.4822	-5.0354	-33.7219	13.1225	-25.4822	2409.7031	0
5.3406	6.2561	-1.5259	-7.9346	-17.0898	-32.0434	37.5366	-31.5857	20.7519	18.4631	22.4304	-59.5092	-28.5339	25.177	-6.1035	-33.7219	5.4932	-26.8554	2409.7188	0
8.2397	-0.9155	-5.7983	-6.8664	-22.7356	-32.196	39.0625	-33.7219	17.8528	16.1743	22.7356	-62.1032	-32.196	23.4985	-6.7139	-34.1797	1.0681	-29.1443	2409.7344	0
6.7139	-7.1716	-5.9509	-0.9155	-21.5149	-30.6701	38.2995	-33.5693	16.0217	9.1553	18.7683	-51.2695	-30.365	21.8201	-9.1553	-29.7546	-1.8311	-30.365	2409.75	0
7.4768	-7.4768	-5.6457	5.9509	-19.8364	-27.9236	41.9616	-31.1279	13.4277	5.0354	23.3459	-41.5039	-26.8554	22.7356	-5.0354	-27.771	0.4578	-30.0598	2409.7656	0
5.6457	-7.019	-5.7983	10.8337	-18.7683	-31.2805	40.7409	-24.414	15.1062	4.5776	23.1933	-39.2151	-26.5503	23.4985	0.7629	-31.4331	-4.7302	-27.9236	2409.7812	0
4.5776	-8.3923	-3.5095	13.8855	-15.4114	-33.4167	35.0952	-17.5476	11.7493	6.1035	15.1062	-26.3977	-26.8554	22.583	-1.5259	-25.4822	-4.8828	-30.8227	2409.7969	0
7.1716	-4.1199	-7.6294	14.1907	-4.8828	-37.8418	30.2124	-16.4795	14.1907	10.6811	19.989	-35.2478	-21.5149	23.8037	-9.613	-21.6675	-5.0354	-32.959	2409.8125	0
11.2915	-5.3406	-12.6648	12.207	5.3406	-34.6374	28.3813	-19.8364	17.2424	10.9863	27.3132	-50.0488	-9.3079	33.1115	-10.376	-34.1797	-7.9346	-33.8745	2409.8281	0
13.5803	-12.207	-9.7656	17.2424	7.3242	-35.0952	32.959	-19.8364	21.8201	15.2588	26.5503	-54.779	-6.7139	31.4331	-8.3923	-30.9753	-12.3596	-30.6701	2409.8438	0
13.5803	-12.97	-13.1225	22.4304	2.7466	-34.6374	35.0952	-16.9372	23.6511	12.3596	21.2097	-47.3022	-9.4604	33.1115	-10.0708	-27.3132	-11.4441	-33.2641	2409.8594	0
12.97	-13.4277	-16.7847	21.3623	1.0681	-36.1633	34.0271	-18.6157	23.0408	10.9863	15.8691	-45.7763	-10.5286	31.2805	-12.97	-27.4658	-12.0544	-35.7055	2409.875	0
12.207	-14.0381	-21.2097	24.1089	-1.0681	-36.4685	28.8391	-12.3596	21.0571	15.4114	5.7983	-41.1987	-11.1389	25.177	-10.5286	-24.5666	-12.3596	-38.7573	2409.8906	0
13.5803	-9.613	-22.8882	26.0925	0.3052	-35.0952	22.2778	-7.3242	21.6675	17.2424	18.1579	-49.8962	-8.5449	16.3269	-8.2397	-19.3786	-10.2234	-40.5883	2409.9062	0
14.9536	-4.425	-24.414	30.0598	2.1362	-35.8581	22.2778	-3.9673	22.2778	20.4468	27.3132	-53.8635	-6.8664	26.8554	-13.7329	-21.6675	-13.5803	-36.9262	2409.9219	0
19.8364	-5.0354	-26.7029	28.8391	0.9155	-33.5693	23.4985	-3.9673	21.0571	13.2751	35.7055	-53.1005	-9.9182	40.7409	-19.2261	-24.7192	-20.2942	-31.5857	2409.9375	0
22.2778	-5.6457	-37.6892	31.8908	0	-35.0952	26.2451	-0.3052	21.6675	11.4441	19.0735	-41.3513	-12.207	34.1797	-11.1389	-19.989	-20.7519	-33.5693	2409.9531	0
23.3459	-13.5803	-38.2995	22.8882	1.2207	-40.2832	31.1279	-0.3052	20.9045	0.7629	8.2397	-35.553	-9.9182	16.3269	-0.6104	-14.0381	-21.9726	-36.6211	2409.9688	0
24.5666	-19.8364	-36.0107	20.5993	0.6104	-40.2832	27.9236	-2.594	19.6838	-9.9182	11.7493	-32.196	-9.9182	4.8828	-0.9155	-8.3923	-25.4822	-39.6728	2409.9844	0
20.5993	-15.4114	-37.0788	15.564	-5.188	-37.5366	23.8037	-4.1199	16.4795	-14.3433	19.5312	-37.9944	-13.4277	3.3569	-5.4932	-7.4768	-24.7192	-40.7409	2410	0
16.7847	-7.1716	-33.7219	15.4114	-9.9182	-33.8745	26.5503	-1.6785	14.9536	1.0681	12.8174	-37.5366	-13.4277	7.1716	-11.7493	-0.9155	-21.9726	-36.7737	2410.0156	0
15.8691	-9.1553	-24.8718	17.8528	-10.5286	-32.6538	27.4658	-1.8311	15.564	0.4578	23.4985	-39.8254	-10.5286	17.0898	-15.4114	-8.6975	-23.3459	-33.8745	2410.0312	0
14.4958	-3.9673	-28.3813	18.3105	-11.1389	-33.5693	28.0761	3.6621	16.3269	2.2888	30.6701	-48.8281	-10.2234	11.7493	-8.3923	-6.1035	-23.6511	-29.602	2410.0469	0
12.207	0.4578	-27.1606	22.583	-16.1743	-33.8745	33.1115	11.2915	18.6157	16.0217	24.5666	-51.1169	-10.2234	2.1362	5.3406	-2.8992	-20.1416	-24.7192	2410.0625	0
10.6811	1.2207	-20.9045	21.0571	-23.0408	-34.79	38.6047	14.0381	22.8882	22.1252	19.2261	-52.185	-17.2424	-0.1526	16.3269	-4.1199	-20.2942	-20.5993	2410.0781	0
9.613	6.8664	-22.4304	18.9209	-25.7873	-30.6701	38.2995	15.2588	25.4822	14.6484	23.1933	-50.354	-22.7356	5.7983	16.1743	-2.1362	-18.1579	-21.8201	2410.0938	0
12.6648	4.1199	-28.9917	17.7002	-23.8037	-23.8037	28.8391	8.5449	24.5666	7.3242	23.9563	-50.354	-21.3623	5.4932	10.6811	-5.0354	-15.2588	-28.8391	2410.1094	0
13.8855	5.0354	-32.196	18.6157	-22.4304	-22.2778	24.8718	9.1553	20.5993	10.0708	21.9726	-47.3022	-21.8201	8.8501	4.8828	-2.594	-10.376	-32.196	2410.125	0
12.5122	4.5776	-24.8718	22.2778	-18.6157	-25.0244	26.8554	14.801	19.989	13.7329	29.2969	-48.5229	-18.4631	13.8855	3.2043	-0.6104	-13.1225	-27.008	2410.1406	0
11.2915	3.0518	-21.3623	25.4822	-13.5803	-28.3813	28.5339	18.0054	21.2097	11.9018	33.1115	-47.76	-13.1225	8.5449	8.6975	0.4578	-17.5476	-23.3459	2410.1562	0
15.2588	-0.9155	-25.177	20.5993	-10.8337	-28.3813	28.3813	14.3433	24.2615	-2.8992	27.1606	-38.7573	-10.2234	10.0708	9.1553	-5.4932	-19.989	-23.4985	2410.1719	0
24.7192	-8.8501	-27.008	24.7192	-8.8501	-26.2451	27.771	14.9536	26.8554	-10.0708	17.7002	-20.9045	-8.0872	8.8501	6.8664	0	-18.3105	-26.8554	2410.1875	0
29.7546	-11.5967	-23.8037	23.3459	-5.3406	-20.1416	28.5339	17.0898	30.9753	-12.97	20.2942	-20.5993	-5.4932	12.0544	16.0217	-2.4414	-18.6157	-20.5993	2410.2031	0
27.3132	-9.4604	-17.395	18.7683	-3.5095	-16.3269	27.008	20.4468	29.2969	-7.1716	20.9045	-23.8037	-0.7629	13.8855	17.5476	-3.0518	-17.2424	-17.2424	2410.2188	0
50.9643	-57.373	116.8822	-155.9447	-15.7165	82.0922	-82.2448	35.4004	209.3504	-324.4016	179.4432	-109.8632	4.2725	70.1904	-80.4138	25.4822	9.613	-27.4658	4004.6094	0
43.7927	-46.5393	112.4572	-162.506	-19.5312	81.9396	-68.5119	21.3623	201.2633	-310.0584	163.2689	-107.2692	-0.6104	66.0705	-75.3784	25.177	10.9863	-23.6511	4004.625	0
39.8254	14.1907	72.174	-172.4242	-15.1062	92.163	-29.1443	-10.9863	201.721	-316.3144	167.694	-99.3346	13.5803	65.6127	-40.1306	-2.1362	-5.188	-12.8174	4004.6406	0
37.0788	26.8554	57.6782	-167.694	-16.1743	92.163	-28.6865	-10.6811	197.4486	-309.9058	168.7621	-102.3864	20.7519	66.0705	-34.3322	-15.8691	-14.1907	-13.4277	4004.6562	0
34.0271	-25.6347	94.757	-148.3153	-19.8364	84.5336	-52.0324	18.9209	194.8546	-308.5325	176.5441	-108.0321	13.7329	65.4602	-54.9316	7.3242	-4.1199	-18.6157	4004.6719	0
33.7219	-53.5583	118.8659	-139.0075	-27.3132	80.4138	-65.6127	38.1469	194.0916	-297.0884	170.288	-107.2692	2.7466	64.6972	-70.4956	28.6865	11.2915	-17.2424	4004.6875	0
37.2314	-10.5286	100.4028	-156.0973	-26.0925	83.4655	-39.3676	10.5286	200.1952	-290.9849	167.3888	-105.5907	14.6484	61.9506	-59.5092	11.4441	7.1716	-5.6457	4004.7031	0
36.1633	34.1797	77.9724	-171.9664	-12.207	88.5009	-11.9018	-16.4795	199.89	-286.4072	166.1681	-103.3019	29.9072	69.7326	-37.9944	-13.7329	-11.4441	1.6785	4004.7188	0
32.6538	13.8855	88.9587	-161.2853	-12.6648	79.956	-27.4658	5.188	194.3968	-285.6443	175.1708	-109.7106	21.9726	59.0515	-27.9236	-8.0872	-11.2915	-2.8992	4004.7344	0
30.5176	-44.5556	121.6125	-144.6532	-22.8882	68.2067	-53.4057	28.8391	188.9037	-278.0149	169.6776	-117.6452	-1.0681	74.9206	-73.2421	20.1416	-1.6785	-11.7493	4004.75	0
28.9917	-45.7763	118.8659	-135.9557	-25.0244	68.0541	-37.2314	14.0381	189.6666	-283.8133	172.5768	-112.3046	-4.1199	77.8198	-74.6154	20.7519	-4.1199	-3.9673	4004.7656	0
30.0598	9.613	88.6535	-151.2145	-16.3269	75.0732	-4.425	-22.2778	193.6339	-281.2193	169.6776	-104.9804	6.8664	74.3102	-41.3513	-7.782	-28.8391	10.0708	4004.7812	0
30.2124	29.1443	71.1059	-152.2826	-13.5803	80.5663	3.9673	-24.1089	193.3287	-279.083	169.9828	-106.0485	20.9045	76.9042	-35.553	-15.4114	-50.0488	14.0381	4004.7969	0
27.008	-19.3786	101.0131	-144.1954	-27.6184	73.6999	-25.9399	5.7983	184.326	-291.1375	185.089	-113.8305	-7.1716	80.8715	-51.1169	3.3569	-44.2505	8.3923	4004.8125	0
22.7356	-58.5937	120.2392	-127.1056	-26.0925	64.6972	-41.809	18.4631	175.6285	-283.3555	177.7648	-112.7624	-7.9346	69.4274	-73.8525	27.6184	-30.0598	2.2888	4004.8281	0
25.6347	-28.0761	92.6208	-131.2255	-22.2778	65.3076	-19.989	-4.7302	175.1708	-290.6797	183.1053	-108.6425	-2.8992	53.4057	-47.1496	14.9536	-36.9262	6.4087	4004.8438	0
29.4494	16.4795	56.1523	-141.9066	-13.5803	68.3593	4.425	-29.1443	179.901	-285.9495	171.8138	-105.5907	3.5095	68.9697	-26.5503	-15.8691	-58.1359	13.5803	4004.8594	0
27.1606	3.6621	66.5283	-142.2118	-18.4631	65.155	-2.8992	-14.801	180.0536	-277.8623	160.8275	-107.8796	6.2561	77.6672	-43.3349	-11.5967	-61.3403	9.3079	4004.875	0
24.2615	-55.5419	104.9804	-128.9367	-24.8718	57.5256	-34.6374	14.1907	170.4405	-276.0313	160.0646	-109.7106	-8.0872	55.3894	-49.7436	14.6484	-51.2695	2.2888	4004.8906	0
23.9563	-61.0351	112.7624	-127.2582	-19.0735	52.185	-34.6374	10.6811	162.2008	-264.282	154.4188	-103.9123	3.9673	59.8144	-76.9042	22.2778	-37.9944	7.4768	4004.9062	0
20.4468	-8.3923	75.9887	-137.6342	-9.3079	56.1523	-5.0354	-22.583	157.6232	-268.2493	156.8602	-95.8251	9.613	65.6127	-54.6264	-1.3733	-54.6264	18.1579	4004.9219	0
21.2097	18.0054	50.354	-139.7704	-7.4768	51.1169	3.6621	-30.8227	160.5223	-268.4019	151.8248	-94.1467	15.2588	59.5092	-31.2805	-27.008	-83.9233	21.2097	4004.9375	0
22.7356	-30.0598	73.8525	-128.3263	-22.4304	44.7082	-24.5666	-0.3052	152.8929	-277.252	157.0128	-94.4518	-6.4087	52.948	-44.5556	-4.5776	-79.4982	10.0708	4004.9531	0
16.1743	-71.4111	95.0622	-113.0675	-25.4822	39.2151	-51.8798	23.0408	141.2963	-264.7398	141.754	-91.5527	-23.0408	60.5773	-69.4274	16.7847	-57.9834	-0.7629	4004.9688	0
17.7002	-48.5229	74.4628	-113.3727	-19.3786	41.9616	-40.7409	3.6621	139.0075	-275.5735	150.1464	-83.3129	-9.613	48.8281	-55.0842	1.3733	-62.7136	1.5259	4004.9844	0
14.4958	1.5259	39.6728	-128.1737	-8.3923	45.7763	-16.7847	-22.8882	133.6669	-281.5244	152.7404	-77.362	4.8828	59.3566	-35.8581	-30.6701	-87.2802	13.1225	4005	0
14.6484	-9.7656	44.5556	-124.9694	-8.5449	45.6237	-23.6511	-7.782	128.7841	-282.1348	156.2499	-78.4301	-0.7629	52.4902	-19.3786	-26.7029	-97.351	15.4114	4005.0156	0
11.9018	-72.174	80.1086	-99.7924	-19.6838	35.4004	-56.3049	30.6701	122.8332	-278.0149	156.7076	-81.4819	-25.7873	65.4602	-58.4411	8.8501	-90.6371	10.2234	4005.0312	0
14.801	-91.4001	88.9587	-86.3647	-23.8037	35.7055	-63.0187	37.5366	120.8495	-273.4373	152.7404	-74.1577	-30.365	55.3894	-52.7954	14.1907	-81.787	10.5286	4005.0469	0
23.0408	-46.997	55.8471	-98.4191	-10.8337	38.7573	-34.3322	6.1035	122.3754	-279.083	154.2662	-64.0869	-7.3242	37.5366	-22.7356	-7.782	-91.8578	14.9536	4005.0625	0
26.7029	-20.1416	32.6538	-99.6398	-10.6811	36.9262	-11.2915	-7.019	124.9694	-279.9986	152.5878	-57.9834	1.5259	43.9453	-5.188	-32.3486	-93.8415	14.3433	4005.0781	0
25.177	-42.1142	49.8962	-90.7897	-15.8691	34.0271	-29.7546	18.6157	128.7841	-270.2329	149.2308	-65.6127	-7.782	45.4712	-18.1579	-12.5122	-75.0732	12.8174	4005.0938	0
23.0408	-79.956	76.9042	-83.6181	-21.9726	32.959	-50.9643	38.9099	126.8004	-270.8433	150.1464	-69.7326	-19.989	57.6782	-47.4548	8.6975	-53.5583	19.5312	4005.1094	0
23.8037	-63.4765	66.6809	-83.4655	-18.6157	37.0788	-43.1823	26.2451	122.528	-271.9114	157.6232	-64.6972	-10.9863	52.6428	-39.8254	-0.3052	-51.1169	16.7847	4005.125	0
21.3623	-3.5095	35.4004	-90.6371	-9.0027	48.8281	-18.9209	-2.7466	126.3427	-267.639	160.2172	-56.3049	11.2915	51.1169	-17.2424	-27.008	-70.8007	25.9399	4005.1406	0
23.1933	-1.6785	36.4685	-79.6508	1.5259	44.0979	-26.8554	-3.0518	125.2746	-259.094	167.3888	-55.2368	18.3105	33.8745	1.0681	-37.5366	-91.2475	32.959	4005.1562	0
19.989	-58.5937	68.0541	-50.5066	-4.425	32.3486	-59.8144	26.5503	115.8141	-258.9414	178.6803	-56.6101	-3.3569	57.373	-52.0324	-7.3242	-80.7189	34.1797	4005.1719	0
17.5476	-82.0922	79.8034	-38.2995	-3.5095	20.1416	-69.8852	36.0107	110.4735	-251.6172	173.0345	-54.9316	-13.1225	42.572	-50.8117	4.1199	-57.6782	30.9753	4005.1875	0
16.1743	-31.7383	53.2531	-55.0842	13.7329	21.9726	-43.9453	4.8828	110.0158	-247.1922	176.8492	-57.0678	1.3733	36.4685	-20.2942	-20.9045	-55.5419	42.2668	4005.2031	0
22.7356	11.7493	31.7383	-67.4438	18.4631	26.5503	-18.0054	-12.6648	111.3891	-243.6827	177.307	-46.2341	12.3596	30.8227	16.6321	-45.4712	-59.5092	51.7273	4005.2188	0
19.5312	-12.6648	47.76	-38.4521	11.1389	29.602	-32.8064	11.5967	107.2692	-239.105	186.7674	-38.7573	4.1199	54.3212	-6.4087	-32.5012	-55.6945	41.809	4005.2344	0
25.7873	-64.6972	72.6318	-18.1579	0.1526	26.5503	-55.8471	35.7055	104.37	-240.0206	191.9554	-40.7409	-12.3596	44.8608	-17.8528	-8.0872	-25.7873	32.6538	4005.25	0
39.2151	-62.7136	63.4765	-27.4658	-0.3052	38.6047	-41.0461	17.0898	107.4218	-229.0342	174.713	-40.5883	-5.9509	57.373	-18.0054	-19.0735	8.3923	39.3676	4005.2656	0
33.2641	-3.3569	26.0925	-58.2885	8.8501	47.4548	-5.4932	-13.1225	106.6589	-235.7481	176.0863	-49.2859	16.4795	38.2995	37.2314	-54.3212	2.1362	43.4875	4005.2812	0
29.602	5.9509	20.5993	-49.1333	18.6157	38.6047	-3.0518	-7.019	100.2502	-234.2222	183.4105	-42.4194	21.8201	54.0161	37.384	-66.0705	-17.7002	37.384	4005.2969	0
28.9917	-50.0488	53.5583	-23.8037	-0.4578	36.3159	-30.9753	27.4658	91.7053	-232.3912	180.8165	-31.4331	2.4414	59.6618	6.7139	-36.4685	-11.9018	30.5176	4005.3125	0
30.9753	-85.9069	77.2094	-9.3079	-6.7139	40.4358	-41.3513	36.7737	87.1276	-225.5247	175.9337	-24.5666	-1.3733	43.0298	3.2043	-15.7165	3.5095	37.8418	4005.3281	0
27.771	-46.997	52.6428	-23.3459	3.2043	48.0651	-17.395	3.0518	88.3483	-220.7945	169.525	-27.008	17.8528	34.79	15.2588	-30.9753	-12.97	57.6782	4005.3438	0
13.7329	7.019	25.4822	-39.8254	13.5803	43.1823	8.2397	-18.0054	85.144	-223.3885	179.901	-35.2478	29.2969	28.8391	45.166	-56.3049	-39.6728	74.4628	4005.3594	0
6.5613	-3.8147	37.5366	-28.0761	9.0027	33.5693	-3.6621	4.1199	75.2258	-210.2659	184.4786	-37.2314	8.3923	47.3022	39.0625	-51.7273	-29.9072	70.6481	4005.375	0
1.3733	-49.2859	72.0214	-8.0872	-9.3079	43.6401	-36.1633	37.0788	71.1059	-209.9608	189.514	-34.6374	-13.5803	62.8662	0	-14.0381	-0.3052	61.798	4005.3906	0
3.0518	-58.5937	68.9697	-2.8992	-7.6294	44.8608	-30.365	26.8554	69.2748	-212.8599	179.4432	-25.3296	-9.0027	67.4438	-10.8337	-13.8855	-5.7983	69.58	4005.4062	0
8.0872	-12.6648	33.2641	-16.0217	5.3406	44.2505	8.8501	-10.5286	71.1059	-212.4022	171.2035	-17.2424	9.9182	59.6618	25.177	-46.8444	-32.6538	81.0241	4005.4219	0
12.207	0.3052	22.2778	-16.3269	7.4768	41.1987	28.0761	-19.5312	66.2231	-214.9962	179.901	-12.6648	15.1062	52.6428	60.8825	-71.4111	-40.8935	77.0568	4005.4375	0
10.6811	-45.4712	50.5066	-4.5776	4.5776	29.602	-0.7629	14.0381	60.2722	-216.9798	193.6339	-25.7873	6.2561	50.5066	41.3513	-50.6591	-14.0381	53.7109	4005.4531	0
10.5286	-88.1957	65.6127	4.7302	-10.9863	30.9753	-24.7192	24.5666	52.948	-211.9444	183.4105	-31.7383	-5.0354	61.4929	1.3733	-37.9944	0.9155	33.4167	4005.4688	0
15.2588	-56.9152	45.7763	1.6785	-8.3923	38.7573	-4.8828	-2.1362	53.7109	-207.2142	192.2606	-32.959	0.9155	54.3212	12.5122	-44.403	-10.376	46.2341	4005.4844	0
13.7329	-4.1199	14.3433	-11.4441	-0.1526	45.7763	26.0925	-33.8745	54.4738	-211.3341	198.2115	-28.8391	15.8691	54.3212	40.4358	-72.7844	-38.7573	66.6809	4005.5	0
10.9863	-19.0735	16.9372	-6.7139	0.7629	36.0107	18.1579	-18.1579	47.1496	-205.5357	191.9554	-31.4331	13.4277	45.0134	46.997	-68.6645	-50.0488	63.1713	4005.5156	0
13.1225	-82.7026	46.2341	10.8337	-13.2751	20.4468	-2.594	20.1416	37.9944	-201.8736	185.3941	-34.0271	-8.0872	62.1032	14.6484	-43.9453	-35.2478	58.4411	4005.5312	0
12.207	-96.4355	54.6264	7.6294	-15.564	21.5149	-2.1362	18.9209	31.2805	-193.3287	175.7811	-35.7055	-8.5449	52.7954	13.7329	-35.2478	-31.8908	56.4575	4005.5469	0
